person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21,male,Bachelor,20259,0,RENT,1000,VENTURE,15.65,0.05,3,604,No,1
24,male,Bachelor,21414,3,RENT,1000,VENTURE,11.49,0.05,3,619,Yes,0
22,female,Associate,20953,0,RENT,1000,EDUCATION,13.48,0.05,4,665,Yes,0
24,male,Bachelor,24085,3,RENT,1000,EDUCATION,12.53,0.04,4,655,Yes,0
23,female,High School,48233,2,RENT,19000,EDUCATION,10.62,0.39,2,606,No,1
22,male,Associate,48844,0,RENT,19000,VENTURE,12.18,0.39,3,562,No,1
25,female,Master,57272,1,RENT,19000,MEDICAL,11.99,0.33,2,648,No,1
25,male,Bachelor,61342,1,RENT,19000,HOMEIMPROVEMENT,10.99,0.31,4,645,No,1
25,male,Bachelor,63600,0,RENT,19000,MEDICAL,11.01,0.3,4,610,No,1
24,male,High School,29212,1,MORTGAGE,7000,DEBTCONSOLIDATION,10.38,0.24,3,607,Yes,0
26,male,High School,57891,2,RENT,19000,PERSONAL,16.7,0.33,4,649,No,1
25,male,Bachelor,65799,2,RENT,19000,DEBTCONSOLIDATION,11.01,0.29,4,640,No,1
22,male,Master,66071,0,RENT,19000,VENTURE,11.01,0.29,4,664,No,1
23,female,Associate,66303,3,RENT,19000,PERSONAL,11.14,0.29,2,611,No,1
26,male,Bachelor,75656,7,RENT,19000,MEDICAL,7.49,0.25,2,621,No,1
22,female,High School,84974,1,RENT,19000,MEDICAL,8.88,0.22,4,589,Yes,0
23,female,Master,87479,3,RENT,19000,MEDICAL,10.99,0.22,4,671,Yes,0
24,female,Bachelor,88452,0,RENT,19000,HOMEIMPROVEMENT,10.62,0.21,3,653,No,0
23,male,Bachelor,94830,0,RENT,19000,VENTURE,8.9,0.2,2,642,Yes,0
25,female,Bachelor,29498,6,MORTGAGE,6000,MEDICAL,14.59,0.2,2,664,No,1
22,male,Bachelor,29756,1,OWN,2500,VENTURE,9.91,0.08,2,592,Yes,0
26,male,Associate,116006,3,RENT,19000,PERSONAL,13.22,0.16,2,663,No,0
24,male,High School,126727,0,RENT,19000,HOMEIMPROVEMENT,12.29,0.15,2,582,Yes,0
24,female,High School,210705,0,RENT,19000,PERSONAL,11.48,0.09,3,655,No,0
26,male,Bachelor,61142,1,RENT,18950,PERSONAL,11.01,0.31,3,632,No,1
26,female,Associate,67267,2,RENT,18800,DEBTCONSOLIDATION,6.99,0.28,2,505,No,1
22,female,Bachelor,84840,4,RENT,18750,DEBTCONSOLIDATION,10.38,0.22,2,661,Yes,0
22,male,Bachelor,44761,0,RENT,18725,VENTURE,6.54,0.42,3,667,No,1
22,male,High School,52878,0,RENT,18550,DEBTCONSOLIDATION,11.83,0.35,4,694,No,1
24,male,Associate,29659,4,OWN,7100,VENTURE,12.42,0.24,3,641,No,0
24,male,Bachelor,42042,0,RENT,18500,MEDICAL,10.71,0.44,2,640,No,1
21,male,Associate,44065,0,RENT,18500,EDUCATION,10.91,0.42,3,690,No,1
22,male,Master,46436,0,RENT,18500,MEDICAL,7.66,0.4,4,673,No,1
25,female,High School,67957,6,RENT,18500,DEBTCONSOLIDATION,13.61,0.27,3,619,No,1
23,male,Associate,90359,3,RENT,18500,EDUCATION,11.26,0.2,3,697,Yes,0
25,male,Associate,90794,1,RENT,18500,EDUCATION,7.49,0.2,3,608,Yes,0
24,male,Master,88481,1,RENT,18500,HOMEIMPROVEMENT,7.9,0.21,2,605,No,1
22,female,Bachelor,29833,1,OWN,8000,MEDICAL,9.91,0.27,2,592,No,0
21,male,Associate,29833,0,MORTGAGE,3000,VENTURE,7.9,0.1,4,642,Yes,0
24,male,Bachelor,94624,1,RENT,18500,VENTURE,15.33,0.2,2,692,No,1
26,male,High School,174957,3,RENT,18500,EDUCATION,12.87,0.11,3,584,No,0
22,male,Associate,29781,2,MORTGAGE,5000,EDUCATION,7.9,0.17,2,598,Yes,0
22,female,Associate,59476,3,RENT,18400,PERSONAL,13.16,0.31,2,653,No,1
22,female,Bachelor,61014,0,RENT,18400,DEBTCONSOLIDATION,9.99,0.3,2,649,No,1
23,male,High School,145076,0,RENT,18400,PERSONAL,8.9,0.13,2,674,Yes,0
22,male,High School,29823,0,MORTGAGE,5000,VENTURE,14.65,0.17,4,655,No,1
25,female,High School,29628,0,MORTGAGE,6000,DEBTCONSOLIDATION,13.49,0.2,3,636,Yes,0
22,female,High School,42149,1,RENT,18250,VENTURE,10.25,0.43,3,571,No,1
24,female,Bachelor,42910,1,RENT,18250,PERSONAL,11.49,0.43,4,631,No,1
25,female,Master,42253,3,RENT,18250,VENTURE,17.04,0.43,3,587,No,1
23,male,Master,52308,0,RENT,18250,MEDICAL,10.25,0.35,3,657,No,1
22,male,Master,29875,0,MORTGAGE,1300,VENTURE,5.42,0.04,3,687,No,0
22,female,Bachelor,45672,0,RENT,18250,PERSONAL,14.61,0.4,2,561,No,1
24,female,High School,56134,0,RENT,18250,VENTURE,13.35,0.33,4,684,No,1
25,female,Bachelor,29750,0,MORTGAGE,5800,DEBTCONSOLIDATION,5.99,0.19,3,639,No,0
23,female,High School,56040,0,RENT,18250,PERSONAL,10.75,0.33,2,590,No,1
25,female,Bachelor,56207,0,RENT,18250,DEBTCONSOLIDATION,14.26,0.32,3,610,No,1
25,female,High School,67109,1,RENT,18250,VENTURE,17.56,0.27,2,594,No,1
25,male,Associate,59820,1,RENT,18250,VENTURE,14.83,0.31,3,609,No,1
22,female,High School,60829,1,RENT,18250,DEBTCONSOLIDATION,16.7,0.3,3,633,No,1
23,female,Associate,60902,0,RENT,18225,VENTURE,10.74,0.3,2,685,No,1
26,female,Associate,53842,3,RENT,18225,HOMEIMPROVEMENT,14.91,0.34,4,663,No,1
24,female,High School,43839,1,RENT,18200,VENTURE,8.88,0.42,4,562,No,1
25,male,Associate,44695,3,RENT,18200,PERSONAL,9.91,0.41,4,647,No,1
22,male,Associate,44500,0,RENT,18200,DEBTCONSOLIDATION,11.71,0.41,3,601,No,1
24,male,Bachelor,66842,3,RENT,18200,EDUCATION,10.99,0.27,2,639,No,1
23,male,Associate,33227,0,RENT,18000,VENTURE,11.54,0.54,4,679,No,1
23,female,Bachelor,29733,0,OWN,8000,EDUCATION,15.62,0.27,2,639,No,0
23,female,Bachelor,41153,3,RENT,18000,VENTURE,9.91,0.44,4,662,No,1
21,female,Bachelor,44105,0,RENT,18000,PERSONAL,9.88,0.41,3,654,No,1
21,male,Bachelor,38061,1,RENT,18000,EDUCATION,13.48,0.47,4,693,No,1
23,male,Master,48706,0,RENT,18000,EDUCATION,9.25,0.37,4,662,No,1
25,male,Master,48986,3,RENT,18000,MEDICAL,13.11,0.37,3,675,No,1
22,female,High School,29645,0,MORTGAGE,5000,DEBTCONSOLIDATION,10.99,0.17,4,624,Yes,0
25,female,Bachelor,51103,4,RENT,18000,VENTURE,6.17,0.35,2,642,No,1
24,female,Associate,30073,2,MORTGAGE,8000,MEDICAL,5.99,0.27,4,689,Yes,0
24,male,Bachelor,29678,1,OWN,2400,EDUCATION,7.49,0.08,2,603,Yes,0
24,female,High School,52304,0,RENT,18000,DEBTCONSOLIDATION,11.03,0.34,2,487,No,1
24,female,High School,52468,4,RENT,18000,MEDICAL,7.9,0.34,2,608,No,1
22,female,High School,53665,0,RENT,18000,EDUCATION,13.57,0.34,4,664,No,1
24,female,Master,53603,0,RENT,18000,VENTURE,12.18,0.34,2,660,No,1
25,female,Associate,47902,2,RENT,18000,MEDICAL,17.19,0.38,3,654,No,1
22,male,High School,57121,0,RENT,18000,MEDICAL,15.23,0.32,2,672,No,1
22,male,High School,58364,0,RENT,18000,EDUCATION,11.01,0.31,2,591,No,1
24,male,Associate,51764,0,RENT,18000,HOMEIMPROVEMENT,14.46,0.35,3,618,No,1
24,female,Bachelor,29776,4,OWN,4200,VENTURE,6.99,0.14,3,614,Yes,0
24,female,Bachelor,53028,2,RENT,18000,DEBTCONSOLIDATION,16.63,0.34,2,709,No,1
24,female,Master,61117,0,RENT,18000,MEDICAL,12.42,0.29,4,674,No,1
24,female,Bachelor,61070,1,RENT,18000,VENTURE,7.9,0.29,4,628,No,1
23,female,Bachelor,29966,1,MORTGAGE,5000,MEDICAL,15.99,0.17,2,673,No,1
23,female,Bachelor,29640,3,OWN,4200,PERSONAL,10.99,0.14,4,595,Yes,0
26,female,High School,60841,7,RENT,18000,EDUCATION,13.11,0.3,3,651,No,1
22,female,High School,60669,0,RENT,18000,VENTURE,13.79,0.3,2,618,No,1
22,male,Master,29540,0,OWN,2500,EDUCATION,10.59,0.08,2,620,Yes,0
22,female,Master,63084,0,RENT,18000,EDUCATION,11.01,0.29,4,641,No,1
22,female,Master,29906,0,OWN,6000,MEDICAL,12.68,0.2,4,638,No,0
25,male,Bachelor,63657,4,RENT,18000,VENTURE,12.98,0.28,4,572,No,1
22,female,Master,63459,2,RENT,18000,VENTURE,13.85,0.28,4,683,No,1
25,male,Associate,63913,3,RENT,18000,VENTURE,12.21,0.28,2,647,No,1
22,female,Bachelor,57005,0,RENT,18000,DEBTCONSOLIDATION,10.71,0.32,3,554,No,1
24,female,High School,58556,0,RENT,18000,PERSONAL,6.54,0.31,2,634,No,1
23,male,High School,30483,0,OWN,8000,PERSONAL,5.79,0.26,3,574,Yes,0
25,female,Associate,67108,3,RENT,18000,EDUCATION,12.84,0.27,2,594,No,1
25,female,High School,67409,4,RENT,18000,HOMEIMPROVEMENT,10.99,0.27,4,646,No,1
23,male,Bachelor,30059,0,MORTGAGE,1375,MEDICAL,11.11,0.05,4,506,No,1
24,male,Bachelor,68258,2,RENT,18000,EDUCATION,13.48,0.26,3,671,No,1
21,male,Bachelor,60821,0,RENT,18000,EDUCATION,14.74,0.3,2,530,No,1
25,male,High School,70432,6,RENT,18000,VENTURE,11.01,0.26,4,609,No,1
21,female,Bachelor,63842,0,RENT,18000,MEDICAL,19.69,0.28,2,678,No,1
26,female,High School,64459,4,RENT,18000,VENTURE,17.19,0.28,3,661,No,1
22,female,Master,73175,0,RENT,18000,EDUCATION,16.32,0.25,4,667,No,0
22,female,Associate,72947,2,RENT,18000,EDUCATION,9.33,0.25,3,631,Yes,0
25,male,High School,74953,2,RENT,18000,EDUCATION,13.23,0.24,2,515,Yes,0
26,male,Doctorate,29960,5,MORTGAGE,5000,MEDICAL,7.66,0.17,3,664,No,1
22,female,Associate,75259,0,RENT,18000,MEDICAL,13.85,0.24,4,634,Yes,0
23,male,Bachelor,29749,0,MORTGAGE,5600,EDUCATION,9.63,0.19,3,655,No,0
24,male,Associate,29914,0,OWN,10000,VENTURE,6.92,0.33,4,513,Yes,0
22,male,High School,76368,2,RENT,18000,VENTURE,9.63,0.24,4,562,Yes,0
23,male,Associate,76732,2,RENT,18000,EDUCATION,10.99,0.23,3,618,Yes,0
23,female,High School,76941,2,RENT,18000,EDUCATION,13.57,0.23,3,659,No,0
25,female,Associate,79049,4,RENT,18000,VENTURE,11.01,0.23,3,536,Yes,0
25,female,High School,79231,3,RENT,18000,HOMEIMPROVEMENT,13.99,0.23,3,562,Yes,0
24,male,High School,71798,1,RENT,18000,HOMEIMPROVEMENT,14.96,0.25,4,603,No,1
25,female,High School,79211,1,RENT,18000,HOMEIMPROVEMENT,11.01,0.23,3,610,No,0
26,female,Master,71618,1,RENT,18000,VENTURE,16,0.25,4,675,No,1
26,male,Bachelor,73027,5,RENT,18000,HOMEIMPROVEMENT,16.29,0.25,2,662,No,1
25,female,High School,80198,1,RENT,18000,EDUCATION,10.25,0.22,3,578,Yes,0
21,female,Bachelor,82727,0,RENT,18000,EDUCATION,10.65,0.22,2,625,No,0
24,male,Bachelor,85246,2,RENT,18000,HOMEIMPROVEMENT,9.88,0.21,2,591,Yes,0
25,female,Master,66195,2,RENT,18000,MEDICAL,16,0.27,2,668,No,1
25,female,Bachelor,85830,5,RENT,18000,EDUCATION,16.45,0.21,2,625,Yes,0
25,male,Master,78750,5,RENT,18000,PERSONAL,15.33,0.23,4,718,No,1
26,male,Bachelor,87291,5,RENT,18000,DEBTCONSOLIDATION,11.83,0.21,2,692,Yes,0
24,female,Associate,80615,4,RENT,18000,PERSONAL,14.54,0.22,4,584,No,1
24,male,Associate,87404,0,RENT,18000,VENTURE,7.88,0.21,2,600,Yes,0
24,male,Master,29643,3,OWN,3000,EDUCATION,13.98,0.1,2,597,No,0
23,male,Bachelor,89331,0,RENT,18000,EDUCATION,11.01,0.2,2,682,Yes,0
25,female,Bachelor,30184,4,MORTGAGE,1200,VENTURE,15.21,0.04,4,689,No,0
23,female,Master,90938,1,RENT,18000,EDUCATION,12.73,0.2,4,616,Yes,0
25,male,Master,29110,2,MORTGAGE,3500,PERSONAL,15.58,0.12,2,532,No,1
23,female,High School,91967,2,RENT,18000,EDUCATION,9.88,0.2,3,578,Yes,0
21,male,Master,29879,0,OWN,7000,MEDICAL,11.86,0.23,2,617,No,0
26,female,Bachelor,94747,4,RENT,18000,EDUCATION,13.49,0.19,2,672,No,0
21,female,Associate,97282,0,RENT,18000,VENTURE,7.9,0.19,2,695,No,0
23,male,High School,97195,1,RENT,18000,VENTURE,8.49,0.19,3,655,No,0
22,female,Associate,97065,2,RENT,18000,EDUCATION,10.99,0.19,4,667,Yes,0
26,male,High School,97068,1,RENT,18000,HOMEIMPROVEMENT,13.85,0.19,3,661,Yes,0
23,male,Associate,98110,2,RENT,18000,MEDICAL,13.98,0.18,2,568,Yes,0
23,male,High School,29589,2,MORTGAGE,2800,DEBTCONSOLIDATION,16.07,0.09,3,613,No,1
23,female,Bachelor,99196,0,RENT,18000,MEDICAL,11.01,0.18,2,658,Yes,0
23,female,High School,93092,0,RENT,18000,DEBTCONSOLIDATION,10.65,0.19,4,540,No,1
24,female,High School,29935,0,MORTGAGE,8500,EDUCATION,15.7,0.28,2,606,Yes,0
26,male,Master,29897,1,MORTGAGE,2100,PERSONAL,13.11,0.07,3,674,No,0
22,male,Bachelor,100074,0,RENT,18000,VENTURE,15.27,0.18,2,652,No,0
26,female,High School,29511,6,MORTGAGE,6000,HOMEIMPROVEMENT,10.99,0.2,4,578,No,0
25,male,Master,101710,4,RENT,18000,HOMEIMPROVEMENT,9.88,0.18,3,692,Yes,0
22,female,High School,29732,0,MORTGAGE,2500,MEDICAL,7.14,0.08,2,661,No,0
25,female,Master,102979,4,RENT,18000,EDUCATION,11.71,0.17,4,652,Yes,0
26,female,Bachelor,104467,3,RENT,18000,VENTURE,8.49,0.17,2,691,Yes,0
23,female,Master,105627,2,RENT,18000,EDUCATION,11.89,0.17,2,709,No,0
23,female,Master,106616,0,RENT,18000,EDUCATION,13.16,0.17,4,687,No,0
23,male,Master,109401,2,RENT,18000,PERSONAL,8.88,0.16,4,684,Yes,0
24,male,Associate,114882,0,RENT,18000,DEBTCONSOLIDATION,8.49,0.16,4,520,Yes,0
26,male,High School,115195,4,RENT,18000,HOMEIMPROVEMENT,15.31,0.16,3,541,Yes,0
24,female,Bachelor,123296,0,RENT,18000,EDUCATION,12.53,0.15,3,555,Yes,0
24,male,Master,132997,3,RENT,18000,DEBTCONSOLIDATION,12.18,0.14,4,609,Yes,0
23,male,Master,106067,1,RENT,18000,MEDICAL,7.51,0.17,3,677,No,1
26,male,Bachelor,140325,2,RENT,18000,VENTURE,11.83,0.13,4,675,No,0
24,male,Associate,146325,2,RENT,18000,PERSONAL,18.3,0.12,3,624,Yes,0
22,female,High School,151146,1,RENT,18000,MEDICAL,14.79,0.12,3,642,Yes,0
25,male,Bachelor,29847,0,OWN,5000,MEDICAL,10.95,0.17,3,618,Yes,0
22,female,Bachelor,174540,0,RENT,18000,DEBTCONSOLIDATION,13.72,0.1,3,599,No,0
24,male,Master,186778,6,RENT,18000,EDUCATION,10.62,0.1,4,671,No,0
22,female,Bachelor,29678,0,OWN,5000,MEDICAL,12.21,0.17,3,589,Yes,0
21,male,Bachelor,91133,0,RENT,17950,EDUCATION,10.91,0.2,3,632,Yes,0
26,female,Associate,156904,4,RENT,17950,PERSONAL,11.01,0.11,2,689,No,0
25,male,High School,29768,2,OWN,7000,MEDICAL,9.63,0.24,3,588,No,0
23,female,Bachelor,75751,0,RENT,17800,MEDICAL,16.35,0.23,3,706,No,1
23,male,Associate,29703,0,OWN,1500,EDUCATION,12.21,0.05,2,614,Yes,0
22,male,Associate,58463,2,RENT,17750,DEBTCONSOLIDATION,13.49,0.3,4,631,No,1
22,female,High School,79018,0,RENT,17700,DEBTCONSOLIDATION,11.49,0.22,2,580,Yes,0
26,male,Bachelor,29774,5,MORTGAGE,8000,PERSONAL,9.76,0.27,3,626,No,0
24,male,Bachelor,29945,2,MORTGAGE,8000,EDUCATION,11.34,0.27,4,608,Yes,0
22,female,High School,29719,0,MORTGAGE,3975,EDUCATION,13.87,0.13,3,581,Yes,0
23,female,Bachelor,54940,0,RENT,17625,DEBTCONSOLIDATION,8.9,0.32,4,632,No,1
25,male,Master,71926,3,RENT,17600,MEDICAL,12.99,0.24,2,674,Yes,0
22,male,Associate,79198,3,RENT,17600,EDUCATION,10.74,0.22,2,658,Yes,0
24,female,High School,85015,2,RENT,17600,HOMEIMPROVEMENT,10.62,0.21,2,671,No,0
24,female,High School,86667,4,RENT,17600,HOMEIMPROVEMENT,11.01,0.2,4,687,No,0
21,female,Master,29771,0,MORTGAGE,5000,EDUCATION,8.7,0.17,2,637,Yes,0
23,male,High School,30322,0,MORTGAGE,3500,PERSONAL,12.99,0.12,2,638,Yes,0
24,male,High School,87591,2,RENT,17600,MEDICAL,17.19,0.2,4,575,No,1
25,female,Associate,39779,4,RENT,17500,HOMEIMPROVEMENT,15.95,0.44,3,594,No,1
23,female,Bachelor,44173,0,RENT,17500,VENTURE,14.22,0.4,4,590,No,1
21,female,Bachelor,45829,0,RENT,17500,MEDICAL,12.53,0.38,2,576,No,1
21,female,High School,30100,0,OWN,4500,MEDICAL,11.83,0.15,4,634,Yes,0
21,male,Associate,30359,0,MORTGAGE,4000,VENTURE,15.05,0.13,4,616,Yes,0
24,male,High School,49727,5,RENT,17500,MEDICAL,10.62,0.35,4,546,No,1
22,male,Associate,30654,0,OWN,1800,VENTURE,11.89,0.06,4,634,Yes,0
24,male,High School,30508,2,OWN,5000,HOMEIMPROVEMENT,10.75,0.16,3,638,Yes,0
25,male,Associate,53946,7,RENT,17500,EDUCATION,12.53,0.32,4,601,No,1
23,male,Bachelor,57933,2,RENT,17500,MEDICAL,13.61,0.3,4,603,No,1
22,female,Master,59775,0,RENT,17500,MEDICAL,13.85,0.29,2,572,No,1
23,male,High School,59911,3,RENT,17500,DEBTCONSOLIDATION,13.85,0.29,4,530,No,1
23,male,High School,64829,0,RENT,17500,VENTURE,6.54,0.27,2,606,No,1
24,female,Bachelor,67010,2,RENT,17500,EDUCATION,17.19,0.26,3,652,No,1
24,male,Bachelor,70497,0,RENT,17500,EDUCATION,13.49,0.25,4,661,Yes,0
23,female,Bachelor,71775,2,RENT,17500,EDUCATION,9.25,0.24,4,613,Yes,0
26,female,Bachelor,73071,4,RENT,17500,VENTURE,6.54,0.24,4,663,No,0
26,male,High School,90937,6,RENT,17500,PERSONAL,7.9,0.19,2,659,Yes,0
22,female,High School,30807,1,MORTGAGE,5500,MEDICAL,13.16,0.18,2,648,No,1
25,male,Master,115940,3,RENT,17500,HOMEIMPROVEMENT,11.71,0.15,2,622,Yes,0
21,male,Bachelor,31015,0,MORTGAGE,2000,PERSONAL,13.99,0.06,3,685,Yes,0
23,male,High School,49136,3,RENT,17475,EDUCATION,9.91,0.36,2,618,No,1
21,female,Bachelor,55627,0,RENT,17475,DEBTCONSOLIDATION,9.91,0.31,2,628,No,1
23,female,Associate,30846,2,MORTGAGE,5000,EDUCATION,12.69,0.16,2,670,No,0
22,female,Bachelor,70863,0,RENT,17475,EDUCATION,7.51,0.25,3,677,Yes,0
24,female,High School,99296,3,RENT,17400,PERSONAL,11.99,0.18,4,637,No,0
24,male,Bachelor,115945,2,RENT,17400,DEBTCONSOLIDATION,10.37,0.15,2,619,Yes,0
24,female,Master,160759,1,RENT,17400,EDUCATION,11.71,0.11,4,525,Yes,0
24,male,Master,115184,0,RENT,17200,PERSONAL,17.58,0.15,3,702,No,0
23,female,Bachelor,42839,0,RENT,17000,EDUCATION,10.37,0.4,2,658,No,1
26,female,Bachelor,36434,7,RENT,17000,HOMEIMPROVEMENT,12.99,0.47,2,724,No,1
21,male,High School,30833,0,OWN,7000,EDUCATION,15.58,0.23,2,656,Yes,0
22,male,Associate,49087,2,RENT,17000,DEBTCONSOLIDATION,10.65,0.35,4,669,No,1
22,female,Bachelor,50833,0,RENT,17000,MEDICAL,12.87,0.33,3,632,No,1
22,male,High School,51715,2,RENT,17000,DEBTCONSOLIDATION,7.66,0.33,4,666,No,1
24,male,Bachelor,52999,4,RENT,17000,MEDICAL,13.47,0.32,3,642,No,1
24,male,Bachelor,55854,0,RENT,17000,DEBTCONSOLIDATION,10.38,0.3,2,578,No,1
23,female,Bachelor,57593,2,RENT,17000,DEBTCONSOLIDATION,9.99,0.3,4,592,No,1
25,female,Bachelor,61097,2,RENT,17000,EDUCATION,16.82,0.28,3,623,No,1
24,female,Bachelor,60984,2,RENT,17000,PERSONAL,13.79,0.28,3,653,No,1
23,female,Master,31332,1,OWN,4575,PERSONAL,11.01,0.15,2,634,No,0
23,female,Bachelor,31349,4,OWN,8000,EDUCATION,11.26,0.26,2,689,Yes,0
23,male,Bachelor,62182,0,RENT,17000,PERSONAL,8.49,0.27,4,625,No,1
24,female,Bachelor,54942,3,RENT,17000,EDUCATION,14.96,0.31,2,700,No,1
25,male,High School,63261,3,RENT,17000,MEDICAL,12.98,0.27,2,610,No,1
21,female,Master,31155,0,OWN,6500,MEDICAL,11.34,0.21,4,610,Yes,0
23,male,Master,63351,1,RENT,17000,DEBTCONSOLIDATION,11.58,0.27,4,686,No,1
24,male,Associate,64211,0,RENT,17000,HOMEIMPROVEMENT,11.01,0.26,3,649,No,1
23,male,Associate,66950,1,RENT,17000,MEDICAL,9.88,0.25,4,619,No,1
26,female,Bachelor,31024,5,OWN,7400,VENTURE,11.01,0.24,2,567,Yes,0
24,female,Bachelor,68170,0,RENT,17000,DEBTCONSOLIDATION,7.51,0.25,3,614,Yes,0
23,male,Bachelor,64556,3,RENT,17000,PERSONAL,10.25,0.26,4,577,No,1
22,male,Bachelor,31115,0,OWN,2400,MEDICAL,14.27,0.08,2,636,Yes,0
23,male,Associate,72793,0,RENT,17000,PERSONAL,11.11,0.23,2,625,Yes,0
25,male,High School,73028,7,RENT,17000,PERSONAL,6.91,0.23,2,710,No,0
23,male,Master,31178,1,OWN,4000,MEDICAL,15.27,0.13,4,649,Yes,0
25,male,High School,75508,5,RENT,17000,VENTURE,5.99,0.23,3,685,Yes,0
26,female,Associate,79101,5,RENT,17000,VENTURE,13.47,0.21,2,578,Yes,0
23,female,Bachelor,84499,0,RENT,17000,PERSONAL,8.88,0.2,3,645,Yes,0
25,female,Associate,87492,3,RENT,17000,MEDICAL,7.88,0.19,3,558,Yes,0
24,male,Bachelor,90980,2,RENT,17000,DEBTCONSOLIDATION,12.53,0.19,2,669,Yes,0
24,male,Master,91266,2,RENT,17000,EDUCATION,9.33,0.19,3,647,No,0
23,male,Bachelor,94695,2,RENT,17000,MEDICAL,10.99,0.18,3,651,No,0
21,male,Master,30831,0,MORTGAGE,3600,VENTURE,9.91,0.12,4,718,Yes,0
23,male,High School,103010,1,RENT,17000,EDUCATION,13.11,0.17,2,688,Yes,0
22,male,Bachelor,107908,0,RENT,17000,DEBTCONSOLIDATION,9.63,0.16,4,683,No,0
26,male,Bachelor,80871,3,RENT,17000,MEDICAL,16.77,0.21,3,541,No,1
23,female,Master,109240,1,RENT,17000,EDUCATION,10.59,0.16,3,572,No,0
26,male,Associate,115122,6,RENT,17000,EDUCATION,11.49,0.15,3,641,Yes,0
22,female,Master,116194,0,RENT,17000,PERSONAL,11.48,0.15,2,514,Yes,0
25,male,Bachelor,137594,1,RENT,17000,EDUCATION,10.37,0.12,3,669,No,0
26,male,High School,210866,1,RENT,17000,VENTURE,9.88,0.08,3,501,Yes,0
21,male,Master,59902,0,RENT,16950,PERSONAL,18.25,0.28,4,625,No,1
24,male,Associate,87431,6,RENT,16875,DEBTCONSOLIDATION,6.54,0.19,4,674,No,0
26,male,Master,30654,3,MORTGAGE,7000,MEDICAL,6.99,0.23,2,609,Yes,0
23,male,Associate,31092,3,OWN,7200,MEDICAL,8.49,0.23,2,511,Yes,0
22,female,Master,42672,0,RENT,16800,PERSONAL,10.99,0.39,4,660,No,1
22,female,Bachelor,61297,2,RENT,16800,MEDICAL,12.53,0.27,3,577,No,1
22,male,Bachelor,30825,0,MORTGAGE,1800,EDUCATION,8.49,0.06,2,538,Yes,0
24,male,Associate,67065,2,RENT,16800,MEDICAL,11.01,0.25,4,661,No,1
22,female,High School,73185,0,RENT,16800,MEDICAL,14.65,0.23,4,637,Yes,0
24,female,Associate,73002,4,RENT,16800,EDUCATION,6.54,0.23,2,681,Yes,0
23,male,Bachelor,72852,0,RENT,16800,MEDICAL,13.85,0.23,2,547,Yes,0
26,male,Bachelor,65653,3,RENT,16800,MEDICAL,12.67,0.26,3,580,No,1
22,male,Master,31452,0,MORTGAGE,3000,HOMEIMPROVEMENT,9.99,0.1,3,670,No,1
22,male,High School,79817,0,RENT,16800,MEDICAL,13.49,0.21,3,671,Yes,0
22,female,Bachelor,71832,2,RENT,16800,MEDICAL,16.77,0.23,2,661,No,1
24,female,Bachelor,90064,5,RENT,16800,HOMEIMPROVEMENT,15.65,0.19,3,619,No,1
26,male,Associate,117398,2,RENT,16800,HOMEIMPROVEMENT,12.42,0.14,3,605,No,0
26,female,Master,117420,0,RENT,16800,MEDICAL,6.17,0.14,4,652,Yes,0
23,male,Associate,124519,1,RENT,16800,DEBTCONSOLIDATION,13.11,0.13,4,549,Yes,0
24,male,Bachelor,151233,6,RENT,16800,VENTURE,12.42,0.11,4,720,No,0
25,male,High School,31156,4,OWN,2000,HOMEIMPROVEMENT,14.17,0.06,3,632,Yes,0
23,female,Associate,44058,3,RENT,16750,MEDICAL,15.28,0.38,4,690,No,1
22,female,Master,54949,0,RENT,16750,DEBTCONSOLIDATION,10.75,0.3,4,676,No,1
26,male,High School,54970,7,RENT,16750,MEDICAL,12.41,0.3,3,650,No,1
23,male,Master,56749,0,RENT,16750,DEBTCONSOLIDATION,11.99,0.3,3,668,No,1
24,male,Bachelor,30872,1,MORTGAGE,4000,MEDICAL,11.11,0.13,2,486,Yes,0
26,male,Master,51523,3,RENT,16750,HOMEIMPROVEMENT,17.58,0.33,3,634,No,1
22,female,Bachelor,61422,0,RENT,16750,MEDICAL,13.11,0.27,4,616,No,1
23,male,High School,65631,0,RENT,16750,VENTURE,11.01,0.26,4,520,No,1
24,male,Associate,66074,0,RENT,16750,PERSONAL,20,0.25,2,660,No,1
23,female,Bachelor,66865,2,RENT,16700,EDUCATION,10.37,0.25,3,628,Yes,0
25,male,Bachelor,71937,5,RENT,16600,HOMEIMPROVEMENT,14.18,0.23,4,660,No,1
26,male,High School,85078,5,RENT,16525,MEDICAL,13.92,0.19,2,612,Yes,0
25,male,Bachelor,119053,4,RENT,16525,PERSONAL,15.28,0.14,3,655,No,0
22,female,High School,49445,0,RENT,16500,MEDICAL,10.75,0.33,2,615,No,1
26,female,Bachelor,57881,3,RENT,16500,MEDICAL,11.01,0.29,4,515,No,1
23,male,Bachelor,57630,1,RENT,16500,VENTURE,10.62,0.29,3,615,No,1
22,male,Associate,58425,2,RENT,16500,MEDICAL,8.9,0.28,4,607,No,1
25,male,Associate,30903,3,OWN,1500,VENTURE,6.76,0.05,4,611,No,0
